"";"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"r[30,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[31,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[32,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[33,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[34,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[35,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[36,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[37,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[38,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[39,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[40,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[41,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[42,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[43,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[44,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[45,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[46,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[47,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[48,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[49,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[50,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[51,8,4]";0,208961908005167;0,129426937187737;0,0379121357524574;0,113119430591913;0,179987429838781;0,283166090425057;0,518808870119463;1,0035125430601;710
"r[1,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[2,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[3,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[4,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[5,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[6,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[7,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[8,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[9,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[10,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[11,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[12,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[13,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[14,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[15,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[16,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[17,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[18,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[19,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[20,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[21,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[22,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[23,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[24,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[25,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[26,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[27,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[28,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[29,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[30,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[31,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[32,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[33,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[34,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[35,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[36,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[37,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[38,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[39,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[40,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[41,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[42,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[43,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[44,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[45,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[46,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[47,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[48,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[49,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[50,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[51,9,4]";0,503579470783136;0,0710714438280434;0,360378949417304;0,455381704258723;0,503672962585631;0,554597863114676;0,640473445586291;1,00213027084157;1200
"r[1,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[2,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[3,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[4,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[5,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[6,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[7,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[8,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[9,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[10,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[11,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[12,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[13,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[14,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[15,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[16,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[17,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[18,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[19,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[20,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[21,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[22,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[23,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[24,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[25,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[26,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[27,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[28,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[29,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[30,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[31,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[32,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[33,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[34,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[35,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[36,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[37,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[38,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[39,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[40,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[41,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[42,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[43,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[44,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[45,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[46,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[47,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[48,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[49,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[50,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[51,10,4]";0,301549703625056;0,0760758055706037;0,161172615345401;0,247003977903482;0,298966111013596;0,351425382366799;0,458545126308308;1,00086186387796;2000
"r[1,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[2,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[3,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[4,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[5,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[6,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[7,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[8,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[9,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[10,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[11,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[12,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[13,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[14,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[15,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[16,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[17,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[18,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[19,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[20,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[21,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[22,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[23,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[24,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[25,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[26,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[27,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[28,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[29,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[30,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[31,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[32,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[33,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[34,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[35,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[36,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[37,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[38,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[39,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[40,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[41,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[42,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[43,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[44,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[45,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[46,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[47,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[48,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[49,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[50,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[51,11,4]";0,205313920468908;0,12925252683264;0,0321093219493089;0,108677331578475;0,176837311176952;0,278977975722779;0,520441368592141;1,00159678933192;1600
"r[1,12,4]";0,210563630209179;0,129415921179382;0,0347149853981926;0,116391320787778;0,185443545291079;0,276754467375779;0,540317000487491;1,00288098631164;1200
"r[2,12,4]";0,210563630209179;0,129415921179382;0,0347149853981926;0,116391320787778;0,185443545291079;0,276754467375779;0,540317000487491;1,00288098631164;1200
"r[3,12,4]";0,210563630209179;0,129415921179382;0,0347149853981926;0,116391320787778;0,185443545291079;0,276754467375779;0,540317000487491;1,00288098631164;1200
"r[4,12,4]";0,210563630209179;0,129415921179382;0,0347149853981926;0,116391320787778;0,185443545291079;0,276754467375779;0,540317000487491;1,00288098631164;1200
